D	q
0.000000000000000000e+00	5.987100739492400014e-02
2.266646822315313697e-05	6.030138123559326130e-02
4.533293644630627395e-05	6.073175507626251551e-02
6.799940466945941092e-05	6.116212891693177667e-02
9.066587289261254790e-05	6.159250275760103088e-02
1.133323411157656849e-04	6.202287659827029204e-02
1.359988093389188218e-04	6.245325043893954625e-02
1.586652775620723925e-04	6.288362427960880741e-02
1.813317457852250958e-04	6.331399812027806162e-02
2.039982140083782328e-04	6.374437196094731584e-02
2.266646822315318034e-04	6.417474580161658393e-02
2.493311504546849404e-04	6.460511964228583814e-02
2.719976186778380774e-04	6.503549348295509236e-02
2.946640869009916480e-04	6.546586732362436045e-02
3.173305551241447850e-04	6.589624116429361467e-02
3.399970233472974883e-04	6.632661500496286888e-02
3.626634915704506253e-04	6.675698884563212310e-02
3.853299597936041959e-04	6.718736268630139119e-02
4.079964280167573329e-04	6.761773652697064541e-02
4.306628962399104699e-04	6.804811036763989962e-02
4.533293644630631732e-04	6.847848420830915384e-02
4.759958326862167438e-04	6.890885804897842193e-02
4.986623009093698808e-04	6.933923188964767614e-02
5.213287691325230178e-04	6.976960573031693036e-02
5.439952373556765884e-04	7.019997957098619845e-02
5.666617055788297254e-04	7.063035341165545267e-02
5.893281738019824287e-04	7.106072725232470688e-02
6.119946420251355657e-04	7.149110109299396110e-02
6.346611102482891363e-04	7.192147493366322919e-02
6.573275784714422733e-04	7.235184877433248340e-02
6.799940466945954103e-04	7.278222261500173762e-02
7.026605149177481136e-04	7.321259645567099184e-02
7.253269831409021179e-04	7.364297029634025993e-02
7.479934513640548212e-04	7.407334413700951414e-02
7.706599195872079582e-04	7.450371797767876836e-02
7.933263878103619625e-04	7.493409181834803645e-02
8.159928560335142321e-04	7.536446565901729067e-02
8.386593242566673691e-04	7.579483949968654488e-02
8.613257924798213734e-04	7.622521334035581297e-02
8.839922607029745104e-04	7.665558718102506719e-02
9.066587289261276474e-04	7.708596102169432140e-02
9.293251971492799170e-04	7.751633486236357562e-02
9.519916653724330539e-04	7.794670870303282983e-02
9.746581335955870583e-04	7.837708254370209793e-02
9.973246018187401953e-04	7.880745638437135214e-02
1.019991070041893332e-03	7.923783022504060636e-02
1.042657538265046469e-03	7.966820406570987445e-02
1.065324006488199606e-03	8.009857790637912867e-02
1.087990474711352743e-03	8.052895174704838288e-02
1.110656942934506747e-03	8.095932558771765097e-02
1.133323411157659017e-03	8.138969942838690519e-02
1.155989879380812154e-03	8.182007326905615940e-02
1.178656347603965291e-03	8.225044710972541362e-02
1.201322815827118428e-03	8.268082095039466783e-02
1.223989284050272432e-03	8.311119479106393593e-02
1.246655752273424702e-03	8.354156863173319014e-02
1.269322220496577839e-03	8.397194247240244436e-02
1.291988688719731843e-03	8.440231631307171245e-02
1.314655156942884980e-03	8.483269015374096667e-02
1.337321625166038117e-03	8.526306399441022088e-02
1.359988093389191254e-03	8.569343783507948897e-02
1.382654561612344391e-03	8.612381167574874319e-02
1.405321029835497528e-03	8.655418551641799740e-02
1.427987498058650665e-03	8.698455935708725162e-02
1.450653966281803802e-03	8.741493319775650583e-02
1.473320434504956939e-03	8.784530703842577393e-02
1.495986902728110076e-03	8.827568087909502814e-02
1.518653370951263213e-03	8.870605471976428236e-02
1.541319839174416350e-03	8.913642856043355045e-02
1.563986307397569487e-03	8.956680240110280466e-02
1.586652775620722624e-03	8.999717624177205888e-02
1.609319243843876628e-03	9.042755008244132697e-02
1.631985712067029765e-03	9.085792392311058119e-02
1.654652180290182035e-03	9.128829776377983540e-02
1.677318648513335172e-03	9.171867160444908962e-02
1.699985116736488309e-03	9.214904544511834383e-02
1.722651584959642313e-03	9.257941928578761193e-02
1.745318053182795450e-03	9.300979312645686614e-02
1.767984521405947720e-03	9.344016696712612036e-02
1.790650989629101724e-03	9.387054080779538845e-02
1.813317457852254861e-03	9.430091464846464266e-02
1.835983926075407998e-03	9.473128848913389688e-02
1.858650394298561135e-03	9.516166232980316497e-02
1.881316862521713405e-03	9.559203617047240531e-02
1.903983330744867409e-03	9.602241001114167340e-02
1.926649798968020546e-03	9.645278385181092762e-02
1.949316267191173683e-03	9.688315769248018183e-02
1.971982735414326820e-03	9.731353153314944993e-02
1.994649203637479957e-03	9.774390537381870414e-02
2.017315671860633094e-03	9.817427921448795836e-02
2.039982140083787098e-03	9.860465305515722645e-02
2.062648608306940235e-03	9.903502689582648066e-02
2.085315076530092505e-03	9.946540073649573488e-02
2.107981544753246509e-03	9.989577457716500297e-02
2.130648012976398779e-03	1.003261484178342433e-01
2.153314481199552783e-03	1.007565222585035114e-01
2.175980949422705920e-03	1.011868960991727656e-01
2.198647417645858190e-03	1.016172699398420198e-01
2.221313885869012194e-03	1.020476437805112879e-01
2.243980354092165331e-03	1.024780176211805421e-01
2.266646822315318468e-03	1.029083914618497964e-01
2.289313290538471605e-03	1.033387653025190644e-01
2.311979758761624742e-03	1.037691391431883187e-01
2.334646226984777879e-03	1.041995129838575729e-01
2.357312695207931883e-03	1.046298868245268410e-01
2.379979163431084153e-03	1.050602606651960813e-01
2.402645631654237290e-03	1.054906345058653494e-01
2.425312099877391294e-03	1.059210083465346175e-01
2.447978568100543564e-03	1.063513821872038578e-01
2.470645036323697568e-03	1.067817560278731259e-01
2.493311504546849838e-03	1.072121298685423801e-01
2.515977972770002975e-03	1.076425037092116344e-01
2.538644440993156979e-03	1.080728775498809024e-01
2.561310909216310116e-03	1.085032513905501567e-01
2.583977377439463253e-03	1.089336252312194109e-01
2.606643845662616390e-03	1.093639990718886790e-01
2.629310313885768659e-03	1.097943729125579193e-01
2.651976782108922664e-03	1.102247467532271874e-01
2.674643250332076668e-03	1.106551205938964555e-01
2.697309718555228938e-03	1.110854944345656958e-01
2.719976186778382075e-03	1.115158682752349639e-01
2.742642655001535212e-03	1.119462421159042181e-01
2.765309123224688349e-03	1.123766159565734724e-01
2.787975591447842353e-03	1.128069897972427404e-01
2.810642059670994623e-03	1.132373636379119947e-01
2.833308527894147760e-03	1.136677374785812489e-01
2.855974996117301764e-03	1.140981113192505170e-01
2.878641464340454034e-03	1.145284851599197573e-01
2.901307932563607171e-03	1.149588590005890254e-01
2.923974400786761175e-03	1.153892328412582935e-01
2.946640869009913444e-03	1.158196066819275338e-01
2.969307337233067449e-03	1.162499805225968019e-01
2.991973805456220586e-03	1.166803543632660561e-01
3.014640273679372855e-03	1.171107282039353104e-01
3.037306741902526860e-03	1.175411020446045784e-01
3.059973210125679997e-03	1.179714758852738327e-01
3.082639678348833134e-03	1.184018497259430869e-01
3.105306146571986271e-03	1.188322235666123550e-01
3.127972614795138540e-03	1.192625974072815953e-01
3.150639083018292545e-03	1.196929712479508634e-01
3.173305551241446549e-03	1.201233450886201315e-01
3.195972019464598819e-03	1.205537189292893718e-01
3.218638487687751955e-03	1.209840927699586399e-01
3.241304955910905092e-03	1.214144666106278941e-01
3.263971424134058229e-03	1.218448404512971484e-01
3.286637892357212234e-03	1.222752142919664164e-01
3.309304360580365371e-03	1.227055881326356707e-01
3.331970828803517640e-03	1.231359619733049249e-01
3.354637297026670777e-03	1.235663358139741791e-01
3.377303765249824782e-03	1.239967096546434472e-01
3.399970233472977919e-03	1.244270834953127014e-01
3.422636701696131056e-03	1.248574573359819556e-01
3.445303169919283325e-03	1.252878311766512098e-01
3.467969638142437330e-03	1.257182050173204779e-01
3.490636106365591334e-03	1.261485788579897460e-01
3.513302574588743604e-03	1.265789526986589864e-01
3.535969042811896740e-03	1.270093265393282544e-01
3.558635511035050745e-03	1.274397003799975225e-01
3.581301979258203014e-03	1.278700742206667629e-01
3.603968447481355284e-03	1.283004480613360032e-01
3.626634915704510156e-03	1.287308219020052991e-01
3.649301383927662425e-03	1.291611957426745394e-01
3.671967852150814695e-03	1.295915695833437797e-01
3.694634320373970434e-03	1.300219434240130756e-01
3.717300788597122704e-03	1.304523172646823159e-01
3.739967256820274973e-03	1.308826911053515563e-01
3.762633725043428110e-03	1.313130649460208244e-01
3.785300193266582115e-03	1.317434387866900924e-01
3.807966661489734384e-03	1.321738126273593328e-01
3.830633129712888389e-03	1.326041864680286009e-01
3.853299597936041525e-03	1.330345603086978690e-01
3.875966066159193795e-03	1.334649341493671093e-01
3.898632534382347799e-03	1.338953079900363774e-01
3.921299002605502237e-03	1.343256818307056455e-01
3.943965470828654507e-03	1.347560556713748858e-01
3.966631939051806777e-03	1.351864295120441539e-01
3.989298407274960781e-03	1.356168033527134220e-01
4.011964875498113051e-03	1.360471771933826624e-01
4.034631343721267055e-03	1.364775510340519304e-01
4.057297811944421059e-03	1.369079248747211985e-01
4.079964280167573329e-03	1.373382987153904389e-01
4.102630748390725599e-03	1.377686725560596792e-01
4.125297216613881338e-03	1.381990463967289751e-01
4.147963684837033607e-03	1.386294202373982154e-01
4.170630153060185877e-03	1.390597940780674557e-01
4.193296621283339881e-03	1.394901679187367516e-01
4.215963089506492151e-03	1.399205417594059919e-01
4.238629557729644420e-03	1.403509156000752323e-01
4.261296025952798425e-03	1.407812894407445004e-01
4.283962494175952429e-03	1.412116632814137684e-01
4.306628962399104699e-03	1.416420371220830088e-01
4.329295430622258703e-03	1.420724109627522769e-01
4.351961898845410973e-03	1.425027848034215450e-01
4.374628367068563242e-03	1.429331586440907853e-01
4.397294835291717247e-03	1.433635324847600534e-01
4.419961303514871251e-03	1.437939063254293215e-01
4.442627771738023520e-03	1.442242801660985618e-01
4.465294239961177525e-03	1.446546540067678299e-01
4.487960708184331529e-03	1.450850278474370980e-01
4.510627176407483799e-03	1.455154016881063384e-01
4.533293644630637803e-03	1.459457755287756064e-01
4.555960112853790073e-03	1.463761493694448745e-01
4.578626581076942342e-03	1.468065232101141149e-01
4.601293049300096347e-03	1.472368970507833830e-01
4.623959517523250351e-03	1.476672708914526511e-01
4.646625985746402621e-03	1.480976447321218914e-01
4.669292453969554890e-03	1.485280185727911317e-01
4.691958922192710629e-03	1.489583924134604276e-01
4.714625390415862899e-03	1.493887662541296679e-01
4.737291858639015169e-03	1.498191400947989083e-01
4.759958326862169173e-03	1.502495139354681764e-01
4.782624795085323177e-03	1.506798877761374444e-01
4.805291263308475447e-03	1.511102616168066848e-01
4.827957731531629451e-03	1.515406354574759529e-01
4.850624199754781721e-03	1.519710092981452210e-01
4.873290667977933990e-03	1.524013831388144613e-01
4.895957136201087995e-03	1.528317569794837294e-01
4.918623604424241999e-03	1.532621308201529975e-01
4.941290072647394269e-03	1.536925046608222378e-01
4.963956540870548273e-03	1.541228785014915059e-01
4.986623009093702277e-03	1.545532523421607740e-01
5.009289477316854547e-03	1.549836261828300144e-01
5.031955945540006817e-03	1.554140000234992824e-01
5.054622413763160821e-03	1.558443738641685505e-01
5.077288881986313090e-03	1.562747477048377909e-01
5.099955350209467095e-03	1.567051215455070590e-01
5.122621818432621099e-03	1.571354953861763271e-01
5.145288286655773369e-03	1.575658692268455674e-01
5.167954754878925638e-03	1.579962430675148077e-01
5.190621223102081377e-03	1.584266169081841036e-01
5.213287691325233647e-03	1.588569907488533439e-01
5.235954159548385917e-03	1.592873645895225843e-01
5.258620627771538186e-03	1.597177384301918524e-01
