D	q
0.000000000000000000e+00	5.484005051586518520e-02
1.289407200540560079e-05	5.565822022093205174e-02
2.578814401081109316e-05	5.647638992599891827e-02
3.868221601621658554e-05	5.729455963106578481e-02
5.157628802162207791e-05	5.811272933613265135e-02
6.447036002702757028e-05	5.893089904119951788e-02
7.736443203243306265e-05	5.974906874626638442e-02
9.025850403783855502e-05	6.056723845133325096e-02
1.031525760432440474e-04	6.138540815640011750e-02
1.160466480486495398e-04	6.220357786146698403e-02
1.289407200540551406e-04	6.302174756653385057e-02
1.418347920594607414e-04	6.383991727160072405e-02
1.547288640648661253e-04	6.465808697666758365e-02
1.676229360702717261e-04	6.547625668173445712e-02
1.805170080756771100e-04	6.629442638680131672e-02
1.934110800810827108e-04	6.711259609186819020e-02
2.063051520864880948e-04	6.793076579693504979e-02
2.191992240918936956e-04	6.874893550200192327e-02
2.320932960972990795e-04	6.956710520706878287e-02
2.449873681027046803e-04	7.038527491213565634e-02
2.578814401081100643e-04	7.120344461720251594e-02
2.707755121135156651e-04	7.202161432226938942e-02
2.836695841189210490e-04	7.283978402733624902e-02
2.965636561243266498e-04	7.365795373240312249e-02
3.094577281297320338e-04	7.447612343746998209e-02
3.223518001351378514e-04	7.529429314253685557e-02
3.352458721405434522e-04	7.611246284760372904e-02
3.481399441459488361e-04	7.693063255267058864e-02
3.610340161513542201e-04	7.774880225773744824e-02
3.739280881567598209e-04	7.856697196280432172e-02
3.868221601621654217e-04	7.938514166787119519e-02
3.997162321675708056e-04	8.020331137293805479e-02
4.126103041729761896e-04	8.102148107800491439e-02
4.255043761783817904e-04	8.183965078307178787e-02
4.383984481837873912e-04	8.265782048813866134e-02
4.512925201891927751e-04	8.347599019320552094e-02
4.641865921945981591e-04	8.429415989827238054e-02
4.770806642000037599e-04	8.511232960333925401e-02
4.899747362054093607e-04	8.593049930840612749e-02
5.028688082108147446e-04	8.674866901347298709e-02
5.157628802162201286e-04	8.756683871853984669e-02
5.286569522216257293e-04	8.838500842360672016e-02
5.415510242270313301e-04	8.920317812867359364e-02
5.544450962324369309e-04	9.002134783374045324e-02
5.673391682378423149e-04	9.083951753880731284e-02
5.802332402432479157e-04	9.165768724387418631e-02
5.931273122486535165e-04	9.247585694894105979e-02
6.060213842540589004e-04	9.329402665400791939e-02
6.189154562594645012e-04	9.411219635907479286e-02
6.318095282648698852e-04	9.493036606414165246e-02
