D	q
8.346072036607680598e-04	1.168272122291799248e-01
8.370752107064477910e-04	1.170971630326553131e-01
8.395468614239422027e-04	1.173671138361306876e-01
8.420221558132515117e-04	1.176370646396060760e-01
8.445010938743757181e-04	1.179070154430814504e-01
8.469836756073149302e-04	1.181769662465568388e-01
8.494699010120689312e-04	1.184469170500322271e-01
8.519597700886376128e-04	1.187168678535076016e-01
8.544532828370214085e-04	1.189868186569829900e-01
8.569504392572197763e-04	1.192567694604583645e-01
8.594512393492330414e-04	1.195267202639337528e-01
8.619556831130610955e-04	1.197966710674091273e-01
8.644637705487042637e-04	1.200666218708845157e-01
8.669755016561622209e-04	1.203365726743599040e-01
8.694908764354348585e-04	1.206065234778352785e-01
8.720098948865226103e-04	1.208764742813106668e-01
8.745325570094249342e-04	1.211464250847860413e-01
8.770588628041421555e-04	1.214163758882614297e-01
8.795888122706743825e-04	1.216863266917368180e-01
8.821224054090212900e-04	1.219562774952121925e-01
8.846596422191832032e-04	1.222262282986875809e-01
8.872005227011597970e-04	1.224961791021629554e-01
8.897450468549512881e-04	1.227661299056383437e-01
8.922932146805577849e-04	1.230360807091137321e-01
8.948450261779789623e-04	1.233060315125891065e-01
8.974004813472151454e-04	1.235759823160644949e-01
8.999595801882660090e-04	1.238459331195398694e-01
9.025223227011318784e-04	1.241158839230152577e-01
9.050887088858124282e-04	1.243858347264906322e-01
9.076587387423078754e-04	1.246557855299660206e-01
9.102324122706183284e-04	1.249257363334414089e-01
9.128097294707433534e-04	1.251956871369167834e-01
9.153906903426834926e-04	1.254656379403921718e-01
9.179752948864383123e-04	1.257355887438675601e-01
9.205635431020080294e-04	1.260055395473429207e-01
9.231554349893926438e-04	1.262754903508183091e-01
9.257509705485920471e-04	1.265454411542936974e-01
9.283501497796064561e-04	1.268153919577690858e-01
9.309529726824356541e-04	1.270853427612444742e-01
9.335594392570794242e-04	1.273552935647198348e-01
9.361695495035383084e-04	1.276252443681952231e-01
9.387833034218119816e-04	1.278951951716706115e-01
9.414007010119006605e-04	1.281651459751459998e-01
9.440217422738041283e-04	1.284350967786213882e-01
9.466464272075220598e-04	1.287050475820967488e-01
9.492747558130552139e-04	1.289749983855721371e-01
9.519067280904033737e-04	1.292449491890475255e-01
9.545423440395659972e-04	1.295148999925229139e-01
9.571816036605438434e-04	1.297848507959983022e-01
9.598245069533359363e-04	1.300548015994736628e-01
9.624710539179434686e-04	1.303247524029490512e-01
9.651212445543657899e-04	1.305947032064244395e-01
9.677750788626029001e-04	1.308646540098998279e-01
9.704325568426544740e-04	1.311346048133751885e-01
9.730936784945213788e-04	1.314045556168505768e-01
9.757584438182028558e-04	1.316745064203259652e-01
9.784268528136991216e-04	1.319444572238013536e-01
9.810989054810108270e-04	1.322144080272767419e-01
9.837746018201368875e-04	1.324843588307521025e-01
9.864539418310777370e-04	1.327543096342274909e-01
9.891369255138335922e-04	1.330242604377028792e-01
9.918235528684046700e-04	1.332942112411782676e-01
9.945138238947901031e-04	1.335641620446536559e-01
9.972077385929903250e-04	1.338341128481290165e-01
9.999052969630055528e-04	1.341040636516044049e-01
1.002606499004835569e-03	1.343740144550797933e-01
1.005311344718480809e-03	1.346439652585551816e-01
1.008019834103940403e-03	1.349139160620305700e-01
1.010731967161215003e-03	1.351838668655059306e-01
1.013447743890304393e-03	1.354538176689813189e-01
1.016167164291208571e-03	1.357237684724567073e-01
1.018890228363928188e-03	1.359937192759320956e-01
1.021616936108462161e-03	1.362636700794074840e-01
1.024347287524810923e-03	1.365336208828828446e-01
1.027081282612974690e-03	1.368035716863582330e-01
1.029818921372953030e-03	1.370735224898336213e-01
1.032560203804747025e-03	1.373434732933090097e-01
1.035305129908355160e-03	1.376134240967843980e-01
1.038053699683778083e-03	1.378833749002597586e-01
1.040805913131016011e-03	1.381533257037351470e-01
1.043561770250069380e-03	1.384232765072105353e-01
1.046321271040936886e-03	1.386932273106859237e-01
1.049084415503619399e-03	1.389631781141613120e-01
1.051851203638116700e-03	1.392331289176366727e-01
1.054621635444428791e-03	1.395030797211120610e-01
1.057395710922556320e-03	1.397730305245874494e-01
1.060173430072497988e-03	1.400429813280628377e-01
1.062954792894254879e-03	1.403129321315382261e-01
1.065739799387826342e-03	1.405828829350135867e-01
1.068528449553212811e-03	1.408528337384889750e-01
1.071320743390414502e-03	1.411227845419643634e-01
1.074116680899430548e-03	1.413927353454397517e-01
1.076916262080261600e-03	1.416626861489151401e-01
1.079719486932907225e-03	1.419326369523905007e-01
1.082526355457368505e-03	1.422025877558658891e-01
1.085336867653643924e-03	1.424725385593412774e-01
1.088151023521734349e-03	1.427424893628166658e-01
1.090968823061639562e-03	1.430124401662920264e-01
1.093790266273359565e-03	1.432823909697674147e-01
1.096615353156894356e-03	1.435523417732428031e-01
1.099444083712244587e-03	1.438222925767181914e-01
1.102276457939409173e-03	1.440922433801935798e-01
1.105112475838388765e-03	1.443621941836689404e-01
1.107952137409182929e-03	1.446321449871443288e-01
1.110795442651792749e-03	1.449020957906197171e-01
1.113642391566216708e-03	1.451720465940951055e-01
1.116492984152455455e-03	1.454419973975704661e-01
1.119347220410509209e-03	1.457119482010458544e-01
1.122205100340377751e-03	1.459818990045212428e-01
1.125066623942061732e-03	1.462518498079966311e-01
1.127931791215559853e-03	1.465218006114720195e-01
1.130800602160872978e-03	1.467917514149473801e-01
1.133673056778000893e-03	1.470617022184227685e-01
1.136549155066944247e-03	1.473316530218981568e-01
1.139428897027701957e-03	1.476016038253735452e-01
1.142312282660274455e-03	1.478715546288489335e-01
1.145199311964661742e-03	1.481415054323242941e-01
1.148089984940864035e-03	1.484114562357996825e-01
1.150984301588880900e-03	1.486814070392750708e-01
1.153882261908713422e-03	1.489513578427504592e-01
1.156783865900360081e-03	1.492213086462258476e-01
1.159689113563821747e-03	1.494912594497012082e-01
1.162598004899098201e-03	1.497612102531765965e-01
1.165510539906189878e-03	1.500311610566519849e-01
1.168426718585096127e-03	1.503011118601273732e-01
1.171346540935817165e-03	1.505710626636027616e-01
1.174270006958352992e-03	1.508410134670781222e-01
1.177197116652703608e-03	1.511109642705535105e-01
1.180127870018869663e-03	1.513809150740288989e-01
1.183062267056850074e-03	1.516508658775042873e-01
1.186000307766645490e-03	1.519208166809796756e-01
1.188941992148255479e-03	1.521907674844550362e-01
1.191887320201680906e-03	1.524607182879304246e-01
1.194836291926920690e-03	1.527306690914058129e-01
1.197788907323975478e-03	1.530006198948812013e-01
1.200745166392844839e-03	1.532705706983565896e-01
1.203705069133529206e-03	1.535405215018319502e-01
1.206668615546028578e-03	1.538104723053073386e-01
1.209635805630342956e-03	1.540804231087827270e-01
1.212606639386471907e-03	1.543503739122581153e-01
1.215581116814416079e-03	1.546203247157335037e-01
1.218559237914174391e-03	1.548902755192088643e-01
1.221541002685748141e-03	1.551602263226842526e-01
1.224526411129136464e-03	1.554301771261596410e-01
1.227515463244339793e-03	1.557001279296350293e-01
1.230508159031358127e-03	1.559700787331104177e-01
1.233504498490190599e-03	1.562400295365857783e-01
1.236504481620838728e-03	1.565099803400611667e-01
1.239508108423301429e-03	1.567799311435365550e-01
1.242515378897578703e-03	1.570498819470119434e-01
1.245526293043671415e-03	1.573198327504873317e-01
1.248540850861578700e-03	1.575897835539626923e-01
1.251559052351300556e-03	1.578597343574380807e-01
1.254580897512837419e-03	1.581296851609134690e-01
1.257606386346189070e-03	1.583996359643888296e-01
1.260635518851355944e-03	1.586695867678642458e-01
1.263668295028336956e-03	1.589395375713396064e-01
1.266704714877133625e-03	1.592094883748149947e-01
1.269744778397744649e-03	1.594794391782903831e-01
1.272788485590170462e-03	1.597493899817657437e-01
1.275835836454411931e-03	1.600193407852411598e-01
1.278886830990467538e-03	1.602892915887165204e-01
1.281941469198337935e-03	1.605592423921919087e-01
1.284999751078023120e-03	1.608291931956672971e-01
1.288061676629523311e-03	1.610991439991426577e-01
1.291127245852838291e-03	1.613690948026180461e-01
1.294196458747968711e-03	1.616390456060934344e-01
1.297269315314913485e-03	1.619089964095688228e-01
1.300345815553673049e-03	1.621789472130442111e-01
1.303425959464247401e-03	1.624488980165195717e-01
1.306509747046637193e-03	1.627188488199949601e-01
1.309597178300841340e-03	1.629887996234703484e-01
1.312688253226860276e-03	1.632587504269457368e-01
1.315782971824694001e-03	1.635287012304211252e-01
1.318881334094342732e-03	1.637986520338964858e-01
1.321983340035806252e-03	1.640686028373718741e-01
1.325088989649085211e-03	1.643385536408472625e-01
1.328198282934178309e-03	1.646085044443226508e-01
1.331311219891086845e-03	1.648784552477980392e-01
1.334427800519809304e-03	1.651484060512733998e-01
1.337548024820347636e-03	1.654183568547487881e-01
1.340671892792700106e-03	1.656883076582241765e-01
1.343799404436867581e-03	1.659582584616995649e-01
1.346930559752850497e-03	1.662282092651749532e-01
1.350065358740647117e-03	1.664981600686503138e-01
1.353203801400259610e-03	1.667681108721257022e-01
1.356345887731686458e-03	1.670380616756010905e-01
1.359491617734928746e-03	1.673080124790764789e-01
1.362640991409985389e-03	1.675779632825518672e-01
1.365794008756856604e-03	1.678479140860272278e-01
1.368950669775543041e-03	1.681178648895026162e-01
1.372110974466044051e-03	1.683878156929780046e-01
1.375274922828360067e-03	1.686577664964533929e-01
1.378442514862491305e-03	1.689277172999287813e-01
1.381613750568436464e-03	1.691976681034041419e-01
1.384788629946197497e-03	1.694676189068795302e-01
1.387967152995772885e-03	1.697375697103549186e-01
1.391149319717163713e-03	1.700075205138303069e-01
1.394335130110368678e-03	1.702774713173056953e-01
1.397524584175388650e-03	1.705474221207810559e-01
1.400717681912223411e-03	1.708173729242564443e-01
1.403914423320872960e-03	1.710873237277318326e-01
1.407114808401337949e-03	1.713572745312072210e-01
1.410318837153617293e-03	1.716272253346826093e-01
1.413526509577711426e-03	1.718971761381579699e-01
1.416737825673620565e-03	1.721671269416333583e-01
1.419952785441344926e-03	1.724370777451087466e-01
1.423171388880883643e-03	1.727070285485841350e-01
1.426393635992237148e-03	1.729769793520595234e-01
1.429619526775405660e-03	1.732469301555348840e-01
1.432849061230388743e-03	1.735168809590102723e-01
1.436082239357187049e-03	1.737868317624856607e-01
1.439319061155799927e-03	1.740567825659610213e-01
1.442559526626228245e-03	1.743267333694364374e-01
1.445803635768470917e-03	1.745966841729117980e-01
1.449051388582528379e-03	1.748666349763871863e-01
1.452302785068401280e-03	1.751365857798625747e-01
1.455557825226088103e-03	1.754065365833379353e-01
1.458816509055590582e-03	1.756764873868133237e-01
1.462078836556907633e-03	1.759464381902887120e-01
1.465344807730039256e-03	1.762163889937641004e-01
1.468614422574986535e-03	1.764863397972394887e-01
1.471887681091747302e-03	1.767562906007148493e-01
1.475164583280324159e-03	1.770262414041902377e-01
1.478445129140715372e-03	1.772961922076656260e-01
1.481729318672922024e-03	1.775661430111410144e-01
1.485017151876942814e-03	1.778360938146164028e-01
1.488308628752778610e-03	1.781060446180917634e-01
1.491603749300429195e-03	1.783759954215671517e-01
1.494902513519894569e-03	1.786459462250425401e-01
1.498204921411174732e-03	1.789158970285179284e-01
1.501510972974270551e-03	1.791858478319933168e-01
1.504820668209179858e-03	1.794557986354686774e-01
1.508134007115905688e-03	1.797257494389440935e-01
1.511450989694445007e-03	1.799957002424194541e-01
1.514771615944799981e-03	1.802656510458948425e-01
1.518095885866969311e-03	1.805356018493702308e-01
1.521423799460953647e-03	1.808055526528455914e-01
1.524755356726752555e-03	1.810755034563209798e-01
1.528090557664366468e-03	1.813454542597963681e-01
1.531429402273795821e-03	1.816154050632717565e-01
1.534771890555039530e-03	1.818853558667471448e-01
1.538118022508098027e-03	1.821553066702225054e-01
1.541467798132971313e-03	1.824252574736978938e-01
1.544821217429660038e-03	1.826952082771732822e-01
