D	q
0.000000000000000000e+00	-1.371063614559147291e-02
2.255156509593247180e-06	-1.325006661324787394e-02
4.510313019186480807e-06	-1.278949708090427496e-02
6.765469528779714434e-06	-1.232892754856067599e-02
9.020626038372954838e-06	-1.186835801621707702e-02
1.127578254796618847e-05	-1.140778848387347805e-02
1.353093905755942209e-05	-1.094721895152988081e-02
1.578609556715266927e-05	-1.048664941918628010e-02
1.804125207674589612e-05	-1.002607988684268286e-02
2.029640858633914330e-05	-9.565510354499082157e-03
2.255156509593237015e-05	-9.104940822155484920e-03
2.480672160552561733e-05	-8.644371289811884213e-03
2.706187811511884418e-05	-8.183801757468286975e-03
2.931703462471208459e-05	-7.723232225124688002e-03
3.157219113430532499e-05	-7.262662692781089030e-03
3.382734764389855862e-05	-6.802093160437490058e-03
3.608250415349179902e-05	-6.341523628093891085e-03
3.833766066308503943e-05	-5.880954095750292113e-03
4.059281717267827305e-05	-5.420384563406693140e-03
4.284797368227150668e-05	-4.959815031063094168e-03
4.510313019186475386e-05	-4.499245498719495195e-03
4.735828670145798749e-05	-4.038675966375896223e-03
4.961344321105122111e-05	-3.578106434032297251e-03
5.186859972064446152e-05	-3.117536901688698278e-03
5.412375623023768837e-05	-2.656967369345101040e-03
5.637891273983092877e-05	-2.196397837001502068e-03
5.863406924942416918e-05	-1.735828304657903096e-03
6.088922575901740280e-05	-1.275258772314304123e-03
6.314438226861063643e-05	-8.146892399707051508e-04
6.539953877820388361e-05	-3.541197076271061783e-04
6.765469528779711724e-05	1.064498247164927941e-04
6.990985179739035086e-05	5.670193570600917665e-04
7.216500830698359804e-05	1.027588889403690739e-03
7.442016481657683167e-05	1.488158421747289711e-03
7.667532132617006530e-05	1.948727954090888684e-03
7.893047783576329893e-05	2.409297486434485921e-03
8.118563434535654611e-05	2.869867018778086629e-03
8.344079085494977973e-05	3.330436551121683866e-03
8.569594736454301336e-05	3.791006083465284573e-03
8.795110387413624699e-05	4.251575615808881811e-03
9.020626038372949417e-05	4.712145148152482518e-03
9.246141689332272779e-05	5.172714680496079756e-03
9.471657340291597497e-05	5.633284212839680463e-03
9.697172991250919505e-05	6.093853745183277701e-03
9.922688642210244223e-05	6.554423277526878408e-03
1.014820429316956759e-04	7.014992809870475646e-03
1.037371994412889230e-04	7.475562342214076353e-03
1.059923559508821431e-04	7.936131874557673591e-03
1.082475124604753767e-04	8.396701406901270828e-03
1.105026689700686239e-04	8.857270939244871535e-03
1.127578254796618575e-04	9.317840471588468773e-03
1.150129819892551047e-04	9.778410003932069480e-03
1.172681384988483384e-04	1.023897953627566672e-02
1.195232950084415720e-04	1.069954906861926743e-02
1.217784515180348056e-04	1.116011860096286466e-02
1.240336080276280392e-04	1.162068813330646537e-02
1.262887645372212729e-04	1.208125766565006261e-02
1.285439210468145336e-04	1.254182719799366331e-02
1.307990775564077672e-04	1.300239673033726055e-02
1.330542340660010008e-04	1.346296626268086126e-02
1.353093905755942345e-04	1.392353579502445850e-02
1.375645470851874952e-04	1.438410532736805920e-02
1.398197035947807017e-04	1.484467485971165644e-02
1.420748601043739625e-04	1.530524439205525715e-02
1.443300166139671690e-04	1.576581392439885265e-02
1.465851731235604297e-04	1.622638345674245336e-02
1.488403296331536633e-04	1.668695298908605407e-02
1.510954861427468970e-04	1.714752252142964783e-02
1.533506426523401306e-04	1.760809205377324854e-02
1.556057991619333642e-04	1.806866158611684925e-02
1.578609556715265707e-04	1.852923111846044302e-02
1.601161121811198315e-04	1.898980065080404372e-02
1.623712686907130922e-04	1.945037018314764443e-02
1.646264252003063258e-04	1.991093971549124514e-02
1.668815817098995324e-04	2.037150924783483891e-02
1.691367382194927660e-04	2.083207878017843961e-02
1.713918947290860267e-04	2.129264831252204032e-02
1.736470512386792875e-04	2.175321784486564103e-02
1.759022077482724940e-04	2.221378737720923480e-02
1.781573642578657276e-04	2.267435690955283550e-02
1.804125207674589612e-04	2.313492644189643621e-02
1.826676772770521949e-04	2.359549597424002998e-02
1.849228337866454285e-04	2.405606550658363069e-02
1.871779902962386892e-04	2.451663503892723139e-02
1.894331468058319228e-04	2.497720457127083210e-02
1.916883033154251294e-04	2.543777410361442587e-02
1.939434598250183901e-04	2.589834363595802658e-02
1.961986163346116237e-04	2.635891316830162728e-02
1.984537728442048845e-04	2.681948270064522799e-02
2.007089293537980910e-04	2.728005223298882176e-02
2.029640858633913517e-04	2.774062176533242247e-02
2.052192423729845853e-04	2.820119129767602317e-02
2.074743988825778190e-04	2.866176083001962388e-02
2.097295553921710526e-04	2.912233036236321765e-02
2.119847119017642862e-04	2.958289989470681836e-02
2.142398684113575470e-04	3.004346942705041906e-02
2.164950249209507535e-04	3.050403895939401283e-02
2.187501814305439871e-04	3.096460849173761354e-02
2.210053379401372478e-04	3.142517802408121425e-02
2.232604944497304815e-04	3.188574755642481495e-02
2.255156509593236880e-04	3.234631708876840872e-02
2.277708074689169487e-04	3.280688662111200943e-02
2.300259639785101823e-04	3.326745615345561013e-02
2.322811204881034431e-04	3.372802568579921084e-02
2.345362769976966496e-04	3.418859521814280461e-02
2.367914335072899103e-04	3.464916475048640532e-02
2.390465900168831440e-04	3.510973428283000602e-02
2.413017465264763776e-04	3.557030381517360673e-02
2.435569030360696112e-04	3.603087334751720050e-02
2.458120595456628719e-04	3.649144287986080121e-02
2.480672160552560785e-04	3.695201241220440191e-02
2.503223725648493392e-04	3.741258194454800262e-02
2.525775290744425457e-04	3.787315147689159639e-02
2.548326855840358065e-04	3.833372100923519710e-02
2.570878420936290130e-04	3.879429054157879780e-02
2.593429986032222195e-04	3.925486007392239157e-02
