D	q
2.093977690387869607e-03	1.446952763558241040e-01
2.101126705792277956e-03	1.451888932350104688e-01
2.108287904077857638e-03	1.456825101141968615e-01
2.115461285244607352e-03	1.461761269933832263e-01
2.122646849292529267e-03	1.466697438725696190e-01
2.129844596221620780e-03	1.471633607517559839e-01
2.137054526031884061e-03	1.476569776309423487e-01
2.144276638723317807e-03	1.481505945101287414e-01
2.151510934295922887e-03	1.486442113893151062e-01
2.158757412749697999e-03	1.491378282685014711e-01
2.166016074084645311e-03	1.496314451476878638e-01
2.173286918300762222e-03	1.501250620268742286e-01
2.180569945398050467e-03	1.506186789060606213e-01
2.187865155376509611e-03	1.511122957852469861e-01
2.195172548236140088e-03	1.516059126644333510e-01
2.202492123976941031e-03	1.520995295436197436e-01
2.209823882598912440e-03	1.525931464228061085e-01
2.217167824102055616e-03	1.530867633019925012e-01
2.224523948486368825e-03	1.535803801811788660e-01
2.231892255751853366e-03	1.540739970603652309e-01
2.239272745898508808e-03	1.545676139395516235e-01
2.246665418926335148e-03	1.550612308187379884e-01
2.254070274835332389e-03	1.555548476979243810e-01
2.261487313625500529e-03	1.560484645771107459e-01
2.268916535296839135e-03	1.565420814562971108e-01
2.276357939849349074e-03	1.570356983354835034e-01
2.283811527283029479e-03	1.575293152146698683e-01
2.291277297597881218e-03	1.580229320938562609e-01
2.298755250793903856e-03	1.585165489730426258e-01
2.306245386871096526e-03	1.590101658522289907e-01
2.313747705829461831e-03	1.595037827314153833e-01
2.321262207668996300e-03	1.599973996106017482e-01
2.328788892389702971e-03	1.604910164897881408e-01
2.336327759991579239e-03	1.609846333689745057e-01
2.343878810474627275e-03	1.614782502481608706e-01
2.351442043838845777e-03	1.619718671273472632e-01
2.359017460084235612e-03	1.624654840065336281e-01
2.366605059210795912e-03	1.629591008857200207e-01
2.374204841218526679e-03	1.634527177649063856e-01
2.381816806107429213e-03	1.639463346440927505e-01
2.389440953877502213e-03	1.644399515232791431e-01
2.397077284528746112e-03	1.649335684024655080e-01
2.404725798061160477e-03	1.654271852816518729e-01
2.412386494474747043e-03	1.659208021608382655e-01
2.420059373769503207e-03	1.664144190400246304e-01
2.427744435945431573e-03	1.669080359192110230e-01
2.435441681002529103e-03	1.674016527983973879e-01
2.443151108940798399e-03	1.678952696775837528e-01
2.450872719760239030e-03	1.683888865567701454e-01
2.458606513460850126e-03	1.688825034359565103e-01
2.466352490042631254e-03	1.693761203151428751e-01
2.474110649505584150e-03	1.698697371943292678e-01
2.481880991849707944e-03	1.703633540735156326e-01
2.489663517075002639e-03	1.708569709527020253e-01
2.497458225181468233e-03	1.713505878318883902e-01
2.505265116169103860e-03	1.718442047110747550e-01
2.513084190037912120e-03	1.723378215902611477e-01
2.520915446787889546e-03	1.728314384694475125e-01
2.528758886419039606e-03	1.733250553486339052e-01
2.536614508931358831e-03	1.738186722278202700e-01
2.544482314324849389e-03	1.743122891070066349e-01
2.552362302599511280e-03	1.748059059861930276e-01
2.560254473755343204e-03	1.752995228653793924e-01
2.568158827792347328e-03	1.757931397445657851e-01
2.576075364710521051e-03	1.762867566237521499e-01
2.584004084509866541e-03	1.767803735029385148e-01
2.591944987190382930e-03	1.772739903821249075e-01
2.599898072752069786e-03	1.777676072613112723e-01
2.607863341194927975e-03	1.782612241404976650e-01
2.615840792518956629e-03	1.787548410196840298e-01
2.623830426724155750e-03	1.792484578988703947e-01
2.631832243810527071e-03	1.797420747780567873e-01
2.639846243778067557e-03	1.802356916572431522e-01
2.647872426626780244e-03	1.807293085364295449e-01
2.655910792356663396e-03	1.812229254156159097e-01
2.663961340967717015e-03	1.817165422948022746e-01
2.672024072459942400e-03	1.822101591739886672e-01
2.680098986833337818e-03	1.827037760531750321e-01
2.688186084087905436e-03	1.831973929323614247e-01
2.696285364223642220e-03	1.836910098115477896e-01
2.704396827240550770e-03	1.841846266907341545e-01
2.712520473138630220e-03	1.846782435699205471e-01
2.720656301917880569e-03	1.851718604491069120e-01
2.728804313578301818e-03	1.856654773282933046e-01
2.736964508119893967e-03	1.861590942074796695e-01
2.745136885542656148e-03	1.866527110866660344e-01
2.753321445846590096e-03	1.871463279658523993e-01
2.761518189031694943e-03	1.876399448450387919e-01
2.769727115097970691e-03	1.881335617242251845e-01
2.777948224045417337e-03	1.886271786034115494e-01
2.786181515874034016e-03	1.891207954825979143e-01
2.794426990583822028e-03	1.896144123617842792e-01
2.802684648174781374e-03	1.901080292409706718e-01
2.810954488646911619e-03	1.906016461201570367e-01
2.819236512000212330e-03	1.910952629993434293e-01
2.827530718234684375e-03	1.915888798785297942e-01
2.835837107350326451e-03	1.920824967577161591e-01
2.844155679347140728e-03	1.925761136369025517e-01
2.852486434225124604e-03	1.930697305160889166e-01
2.860829371984279813e-03	1.935633473952753092e-01
2.869184492624605922e-03	1.940569642744616741e-01
2.877551796146102497e-03	1.945505811536480389e-01
2.885931282548771272e-03	1.950441980328344316e-01
2.894322951832609646e-03	1.955378149120207965e-01
2.902726803997619353e-03	1.960314317912071891e-01
2.911142839043799960e-03	1.965250486703935540e-01
2.919571056971151466e-03	1.970186655495799188e-01
2.928011457779673872e-03	1.975122824287663115e-01
2.936464041469367611e-03	1.980058993079526763e-01
2.944928808040231816e-03	1.984995161871390690e-01
2.953405757492266921e-03	1.989931330663254339e-01
2.961894889825472058e-03	1.994867499455117987e-01
2.970396205039848962e-03	1.999803668246981914e-01
2.978909703135396766e-03	2.004739837038845562e-01
2.987435384112115469e-03	2.009676005830709489e-01
2.995973247970005072e-03	2.014612174622573137e-01
3.004523294709064707e-03	2.019548343414436786e-01
3.013085524329296109e-03	2.024484512206300713e-01
3.021659936830697977e-03	2.029420680998164361e-01
3.030246532213271178e-03	2.034356849790028288e-01
3.038845310477015279e-03	2.039293018581891936e-01
3.047456271621930279e-03	2.044229187373755585e-01
3.056079415648015746e-03	2.049165356165619511e-01
3.064714742555272545e-03	2.054101524957483160e-01
3.073362252343699811e-03	2.059037693749347087e-01
3.082021945013297543e-03	2.063973862541210735e-01
3.090693820564067041e-03	2.068910031333074384e-01
3.099377878996006138e-03	2.073846200124938033e-01
3.108074120309118303e-03	2.078782368916801959e-01
3.116782544503400067e-03	2.083718537708665886e-01
3.125503151578852296e-03	2.088654706500529534e-01
3.134235941535475859e-03	2.093590875292393183e-01
3.142980914373270322e-03	2.098527044084256832e-01
3.151738070092236117e-03	2.103463212876120758e-01
3.160507408692372379e-03	2.108399381667984684e-01
3.169288930173679540e-03	2.113335550459848333e-01
3.178082634536157601e-03	2.118271719251711982e-01
3.186888521779806128e-03	2.123207888043575631e-01
3.195706591904625988e-03	2.128144056835439557e-01
3.204536844910617615e-03	2.133080225627303483e-01
3.213379280797778407e-03	2.138016394419167132e-01
3.222233899566110966e-03	2.142952563211030781e-01
3.231100701215613557e-03	2.147888732002894430e-01
3.239979685746287915e-03	2.152824900794758356e-01
3.248870853158133173e-03	2.157761069586622005e-01
3.257774203451149330e-03	2.162697238378485931e-01
3.266689736625336387e-03	2.167633407170349580e-01
3.275617452680693910e-03	2.172569575962213229e-01
3.284557351617222766e-03	2.177505744754077155e-01
3.293509433434922522e-03	2.182441913545940804e-01
3.302473698133793177e-03	2.187378082337804730e-01
3.311450145713833431e-03	2.192314251129668379e-01
3.320438776175045886e-03	2.197250419921532028e-01
3.329439589517429240e-03	2.202186588713395954e-01
3.338452585740983060e-03	2.207122757505259603e-01
3.347477764845708213e-03	2.212058926297123529e-01
3.356515126831602965e-03	2.216995095088987178e-01
3.365564671698669918e-03	2.221931263880850826e-01
3.374626399446907336e-03	2.226867432672714475e-01
3.383700310076316088e-03	2.231803601464578402e-01
3.392786403586895306e-03	2.236739770256442328e-01
3.401884679978645423e-03	2.241675939048305977e-01
3.410995139251566874e-03	2.246612107840169625e-01
3.420117781405657923e-03	2.251548276632033274e-01
3.429252606440920739e-03	2.256484445423897200e-01
3.438399614357355322e-03	2.261420614215761127e-01
3.447558805154959504e-03	2.266356783007624776e-01
3.456730178833735019e-03	2.271292951799488424e-01
3.465913735393680566e-03	2.276229120591352073e-01
3.475109474834797881e-03	2.281165289383215999e-01
