w	q
0.0	0.39389361899724584
0.0990839987868366	0.3973898427756371
0.1981679975736732	0.40088606655402836
0.2972519963605116	0.4043822903324196
0.3963359951473482	0.4078785141108109
0.4954199939341848	0.41137473788920215
0.5945039927210232	0.4148709616675934
0.6935879915078598	0.41836718544598467
0.7926719902946964	0.42186340922437593
0.891755989081533	0.4253596330027672
0.9908399878683714	0.42885585678115845
1.089923986655208	0.4323520805595497
1.1890079854420446	0.435848304337941
1.288091984228883	0.43934452811633223
1.3871759830157195	0.4428407518947235
1.4862599818025561	0.44633697567311476
1.5853439805893945	0.449833199451506
1.6844279793762311	0.4533294232298973
1.7835119781630677	0.45682564700828854
1.8825959769499043	0.4603218707866798
1.9816799757367427	0.46381809456507106
2.0807639745235793	0.4673143183434623
2.179847973310416	0.4708105421218536
2.2789319720972543	0.47430676590024484
2.378015970884091	0.4778029896786361
2.4770999696709275	0.48129921345702736
2.576183968457764	0.4847954372354186
2.6752679672446025	0.4882916610138099
2.774351966031439	0.49178788479220115
2.8734359648182757	0.4952841085705924
2.972519963605114	0.49878033234898367
3.0716039623919524	0.502276556127375
3.1706879611787873	0.5057727799057662
3.269771959965624	0.5092690036841574
3.3688559587524622	0.5127652274625487
3.4679399575393006	0.51626145124094
3.5670239563261354	0.5197576750193312
3.666107955112972	0.5232538987977224
3.7651919538998104	0.5267501225761138
3.864275952686649	0.5302463463545051
3.9633599514734836	0.5337425701328963
4.06244395026032	0.5372387939112875
4.161527949047159	0.5407350176896788
4.260611947833997	0.5442312414680701
4.359695946620834	0.5477274652464613
4.458779945407668	0.5512236890248525
4.557863944194507	0.5547199128032438
4.656947942981345	0.5582161365816352
4.756031941768182	0.5617123603600264
4.855115940555018	0.5652085841384176
4.954199939341857	0.5687048079168089
5.053283938128695	0.5722010316952002
5.15236793691553	0.5756972554735914
5.251451935702365	0.5791934792519826
5.350535934489203	0.5826897030303739
5.4496199332760416	0.5861859268087652
5.54870393206288	0.5896821505871565
5.647787930849715	0.5931783743655477
5.746871929636553	0.596674598143939
5.8459559284233915	0.6001708219223303
5.945039927210226	0.6036670457007215
6.044123925997061	0.6071632694791127
6.1432079247838995	0.610659493257504
6.2422919235707415	0.6141557170358953
6.341375922357576	0.6176519408142865
6.440459921144411	0.6211481645926777
6.5395439199312495	0.6246443883710691
6.638627918718088	0.6281406121494604
6.737711917504923	0.6316368359278516
6.836795916291761	0.6351330597062428
6.9358799150785995	0.6386292834846341
7.034963913865438	0.6421255072630254
7.134047912652273	0.6456217310414166
7.2331319114391075	0.6491179548198078
7.332215910225946	0.6526141785981991
7.431299909012784	0.6561104023765905
7.530383907799619	0.6596066261549817
7.6294679065864575	0.6631028499333729
7.728551905373296	0.6665990737117642
7.827635904160134	0.6700952974901555
7.926719902946969	0.6735915212685467
8.025803901733804	0.6770877450469379
8.124887900520642	0.6805839688253292
8.22397189930748	0.6840801926037205
8.323055898094319	0.6875764163821118
8.422139896881154	0.691072640160503
8.521223895667992	0.6945688639388943
8.62030789445483	0.6980650877172856
8.719391893241665	0.7015613114956768
8.8184758920285	0.705057535274068
8.917559890815342	0.7085537590524593
9.01664388960218	0.7120499828308506
9.115727888389015	0.7155462066092418
9.21481188717585	0.719042430387633
9.313895885962689	0.7225386541660244
9.412979884749527	0.7260348779444157
9.512063883536362	0.7295311017228069
9.6111478823232	0.7330273255011981
9.710231881110039	0.7365235492795894
9.809315879896877	0.7400197730579807
9.908399878683712	0.7435159968363719
10.007483877470547	0.7470122206147631
10.106567876257385	0.7505084443931545
10.205651875044223	0.7540046681715458
10.304735873831062	0.757500891949937
10.403819872617897	0.7609971157283282
10.502903871404735	0.7644933395067195
10.601987870191573	0.7679895632851108
10.701071868978408	0.771485787063502
10.800155867765243	0.7749820108418932
10.899239866552081	0.7784782346202845
10.998323865338923	0.7819744583986759
11.097407864125758	0.7854706821770671
11.196491862912593	0.7889669059554583
11.295575861699431	0.7924631297338496
11.39465986048627	0.7959593535122409
11.493743859273104	0.7994555772906321
11.59282785805994	0.8029518010690233
11.691911856846781	0.8064480248474146
11.79099585563362	0.8099442486258059
11.890079854420454	0.8134404724041971
11.98916385320729	0.8169366961825884
12.088247851994128	0.8204329199609797
12.187331850780966	0.823929143739371
12.2864158495678	0.8274253675177622
12.38549984835464	0.8309215912961534
12.484583847141478	0.8344178150745447
12.583667845928316	0.837914038852936
12.68275184471515	0.8414102626313272
12.781835843501986	0.8449064864097184
12.880919842288824	0.8484027101881098
12.980003841075662	0.8518989339665011
13.0790878398625	0.8553951577448923
13.178171838649336	0.8588913815232835
13.277255837436174	0.8623876053016748
13.376339836223012	0.8658838290800661
13.475423835009847	0.8693800528584573
13.574507833796682	0.8728762766368485
13.67359183258352	0.8763725004152398
13.772675831370362	0.8798687241936312
13.871759830157197	0.8833649479720224
13.970843828944032	0.8868611717504136
14.06992782773087	0.8903573955288049
