D	q
0.0011660797103850134	0.12883150118639056
0.0013886287476317961	0.13836328739019926
0.0015903688046520958	0.18375431169780793
0.001836228738232646	0.17965383201010918
0.002058504336481313	0.20449602778015596
0.0021806503219228817	0.20485042739321407
0.0026662714003626814	0.22918202649818276
0.002792763241596297	0.2627540606218629
0.003010543342377053	0.2577446859364094
0.003251878395272028	0.27460955546791815
0.00337398858651799	0.3102500370354958
0.003565769927215667	0.32216370804750033
0.0038955633857299687	0.3434344338199642
0.003980871213531827	0.33427371290573415
0.00408873136657894	0.3466521204101172
0.004247390140188924	0.39093435582124547
0.004374445298807572	0.3574840767171617
0.004691719094613002	0.3850990656048534
0.004708161622396269	0.3900727923084198
0.004957602723676465	0.4004643117489363
0.005271587003685434	0.41597108505384783
0.005370725879500713	0.4341489721479164
0.005482667432692896	0.4407416501213107
0.005586793237930335	0.45782948026087605
0.005694482389937298	0.4557771324420121
0.005817890838559799	0.46310673334423175
0.006089043522159719	0.46208902976142124
